variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-2122.11294,-2121.86,7.010030304642696,7.131305999999919,-2134.12,-2111.1394999999998,1.0032803358803848,1711.3832811785426,3187.3485712414927
biasM,-0.0372640614535875,-0.0372976,0.047952337611314524,0.047005558718999994,-0.11758665,0.041440774999999846,1.0010699936555225,5148.643003950937,5094.571136153544
biasSD,0.1603098956219375,0.1621175,0.0692090684257253,0.06921443969999999,0.03917434,0.27156695,1.0026323844009282,2158.217102277126,2387.248943268814
z_bias[1],-9.53288308525e-4,-0.004836205,0.8428374409276007,0.8480617220669998,-1.3642714999999999,1.3956884999999992,1.000114169903428,12330.664607227414,6136.104542045565
z_bias[2],-0.160337611265,-0.168161,0.8442964551207249,0.8501561984999999,-1.5342815,1.2346299999999992,1.0006919812334967,10758.371202779186,5443.526054486349
z_bias[3],0.191369534237125,0.1996255,0.8512536362119564,0.8256162033000001,-1.2200124999999997,1.5781719999999995,1.0003040892564845,12299.721051859093,5511.995377948269
z_bias[4],0.4034956719141625,0.4123485,0.8798819625096024,0.8732684499,-1.053073,1.8335559999999993,1.0009468232378218,10263.277171626047,5091.7852950041615
z_bias[5],0.59648593554375,0.6084689999999999,0.8620748276762759,0.8317993866000002,-0.87574245,2.0089079999999995,1.00065042288107,10792.389891532206,5636.411369391579
z_bias[6],0.1820491886597125,0.17028100000000002,0.8560389943667484,0.8498278026,-1.1854719999999999,1.5800579999999995,1.0013418306960793,11506.209118826206,5200.156739734594
z_bias[7],0.43105239435375,0.439874,0.8686040295759531,0.85583085,-1.0077749999999999,1.8668339999999994,1.0005615763802211,11252.682187774684,5430.831483145007
z_bias[8],0.15821942501045,0.1593635,0.8737518518020554,0.8589153992999999,-1.2690074999999998,1.577373,1.000636319871795,11218.919302667306,5576.363719884137
z_bias[9],-0.039951569496625,-0.04103245,0.854919694899964,0.84941126613,-1.4262784999999998,1.3483509999999992,1.0020563471454167,11239.229636665197,5704.52136180784
z_bias[10],0.072729732225375,0.07824690000000001,0.8450209836399594,0.83794046406,-1.33463,1.4518204999999993,1.0008307434178,12402.977874913948,5871.639408338069
z_bias[11],-0.349344874032175,-0.36698200000000003,0.8418984341486974,0.8260342965,-1.6933485000000001,1.0359865,1.0006778982402462,9449.119246026818,5063.983476336008
z_bias[12],-0.8797745127433112,-0.900134,0.8872645866920231,0.8582437815,-2.3028175,0.6263883999999996,1.0000698623225222,8081.1476641785375,5705.348424714325
z_bias[13],0.0722992429594625,0.07711775,0.8546964795399998,0.8495664943500001,-1.3358575,1.4780154999999988,1.0012673483375523,12740.427735202384,5646.119293524048
z_bias[14],-0.482810778537375,-0.4913725,0.8437793834173938,0.84596162658,-1.831977,0.9250879999999997,1.0001516196742786,9343.465425699475,5845.427494241917
z_bias[15],0.67232511771025,0.6856865,0.8817819926753596,0.8822782101,-0.76862785,2.114788,1.0002772031577007,8318.805243004314,5658.821940522249
z_bias[16],0.40988524811515,0.4150875,0.8474806193556265,0.8325844232999999,-0.9822571999999999,1.795577999999999,1.0030352000808884,10715.768416707266,5679.14269498694
z_bias[17],-0.1987677852781125,-0.2137065,0.8636803012736429,0.8676449480999999,-1.6326029999999998,1.225712,1.0019739019012668,11536.018824167364,5566.8624884443525
z_bias[18],0.41452173196635,0.42775149999999995,0.8650918466315844,0.8364658701000001,-1.021429,1.8069969999999997,1.0013595949025902,11037.75633675832,5380.357073306002
z_bias[19],-0.397215757235125,-0.405887,0.868155564577513,0.8375155509,-1.8004719999999999,1.0583865000000001,1.0001630174611917,10869.71998509986,6128.643291356249
z_bias[20],-0.92554041930725,-0.9497725,0.9141973664342068,0.8788000304999999,-2.3645845,0.62465825,1.0010422124999174,7955.542547843801,4884.297550797779
z_bias[21],1.103333851044875,1.11975,0.9015898477966497,0.8666827407,-0.44258559999999975,2.5290809999999992,1.0010554932133768,7168.83025492936,5443.015516809755
z_bias[22],0.4384441240495375,0.4604245,0.8498785837616387,0.8183406403199998,-0.9960636999999999,1.7991789999999992,1.0005081544838161,9948.93454885412,5619.364955748844
z_bias[23],-0.371543311495625,-0.3763585,0.8821488761451262,0.8594417222999999,-1.7949515,1.0852114999999987,0.9999564913867512,10139.125632617292,5389.495092302971
z_bias[24],-0.2370648577148625,-0.24052400000000002,0.8331381198009703,0.827038758,-1.61636,1.1205259999999997,0.9998384879283052,10608.252801077608,6334.349248124435
z_bias[25],-0.660435888261125,-0.6828175000000001,0.8610814081135207,0.8327104443000001,-2.047291,0.7765538499999999,1.0005970332393503,8967.607584641635,5810.633522043773
z_bias[26],-0.431076190760875,-0.44972900000000005,0.8652072319075024,0.8456817117,-1.824554,0.9955025499999997,1.0001971808283203,11705.939568553213,5637.216285158645
z_bias[27],0.1788402368127,0.18204700000000001,0.8481035735811415,0.8427417159,-1.2161585,1.5556355,1.0001805872123322,11856.399036810728,5699.790423269202
z_bias[28],-0.2758861379313625,-0.28315650000000003,0.8488750913458909,0.8254175348999999,-1.6547,1.1606674999999977,1.000141717769556,10007.341852515521,6128.333794425697
z_bias[29],0.59518631614125,0.623108,0.8646332997235107,0.86402191848,-0.82936205,1.9699029999999988,1.0016138464190523,9199.185762047182,5180.573523202152
z_bias[30],0.661485486895625,0.67264,0.8671022756657639,0.8579657939999998,-0.7739631999999997,2.063156999999998,1.0009833594398951,8736.459379799062,5697.215740480451
z_bias[31],-0.0743710835974625,-0.07698925,0.8632925030698001,0.86667199185,-1.4914269999999998,1.3482344999999993,1.0014383518388374,11249.018843114363,5469.207767782249
