variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-443.010544375,-442.596,3.6663429557072904,3.533777099999997,-449.6253,-437.68695,1.0021456925925263,1574.340335353262,2768.1757028920697
biasM,0.3558646434905,0.35497599999999996,0.1305226601115184,0.11719582349999998,0.1489234,0.5664558499999998,1.00117198007305,3133.1893613121583,3091.7365118908415
biasSD,0.2932875446265,0.276093,0.1493182186348046,0.13345623899999998,0.07560433500000001,0.5485564999999998,1.0015788230689402,1814.0292381616607,2376.5765318798426
z_bias[1],1.027749735667375,1.040565,0.7680958673796457,0.73025463,-0.23227684999999992,2.2506724999999994,0.9999913456394314,5741.9162040458195,4453.332284170173
z_bias[2],-0.5815682520975,-0.5905635,0.7230581092322921,0.6879360368999999,-1.7569655,0.6266899999999992,1.000002279231764,6359.64226987073,5298.24573877615
z_bias[3],-1.003167421320125,-1.009315,0.7562422189724165,0.7067887785,-2.2319174999999998,0.24512789999999995,1.001425575073729,5376.496544341281,4808.57118294474
z_bias[4],0.16923420790225,0.16562,0.7295819041284867,0.6950836515,-1.022813,1.3598024999999987,1.0004501719151717,6680.11673839828,5180.098234566878
z_bias[5],-0.597547912316625,-0.600957,0.7305117227771184,0.7083240107999998,-1.7611189999999999,0.6153518499999999,1.0008620228818386,7143.988697607287,5308.339065893161
z_bias[6],0.3875330817620875,0.3870845,0.7264709735317489,0.69895457184,-0.7907000499999999,1.5797194999999997,1.000579818888605,7378.688752317445,5569.040660100357
z_bias[7],-0.3684981915056875,-0.3720845,0.7257082586674987,0.67914592389,-1.545047,0.8262028499999995,1.0003811523244908,6792.743058173906,5505.907569083993
z_bias[8],0.3967960511118375,0.396069,0.7432256821432652,0.71357649195,-0.8152400999999998,1.6047624999999992,1.001063087609886,6981.9279644086455,5378.429525918141
z_bias[9],-0.044409705604375,-0.057054049999999995,0.7257041069726087,0.68431990137,-1.2133775,1.1544524999999983,1.0014106289217668,7448.884518436033,5509.226342117055
z_bias[10],0.7232779150722874,0.7194195,0.7526485714924104,0.7184775968999999,-0.5053761499999999,1.9558564999999979,1.000224609195636,6186.93122509122,5265.02313940809
biasC[1],0.3036756923696375,0.282961,0.23892420639526923,0.244117503,-0.03427231499999999,0.7202196000000001,1.000207248550063,3535.7732689432823,5338.509365285802
biasC[2],-0.173272260626975,-0.1566465,0.2076200155914285,0.20054796615,-0.53947145,0.1289460499999998,1.0003325106319507,4553.428415345021,4876.140697034736
biasC[3],-0.295673682817125,-0.27359500000000003,0.23709564054424082,0.24002700960000004,-0.7144535,0.03922374999999998,1.0014968466293657,3448.1505044033643,4438.442707817493
biasC[4],0.046434988356185,0.03714805,0.20073584693327598,0.17636809449,-0.27745785,0.3822664999999999,1.001041534073736,5791.730388897061,4858.0124773605485
biasC[5],-0.17486755921157124,-0.155223,0.21305558164205332,0.20653544625000003,-0.5465329499999999,0.13428399999999954,1.001071567267789,4986.82814117924,4948.341826326185
biasC[6],0.112516087234725,0.0962146,0.20221214836212623,0.18403839972,-0.20214235,0.4715670999999998,1.000423890817868,5774.747692029947,5897.415844340981
biasC[7],-0.110082547540425,-0.08991315,0.20332257676158808,0.18194237397,-0.46229604999999996,0.19784259999999956,1.000171297395387,5288.8111642297545,5614.889379519086
biasC[8],0.1132719913486,0.09932284999999999,0.20674529006693923,0.18645867009000003,-0.20559729999999998,0.4730473999999998,1.0006087757043698,5345.268021998594,5506.797461835193
biasC[9],-0.01411143904976,-0.0119048,0.19848421367257169,0.17588498928,-0.34699565,0.30835804999999983,1.0012068855786012,5683.781291244838,5174.848646601875
biasC[10],0.21229387937498126,0.18891950000000002,0.22162065729465197,0.22122534356999998,-0.10295019999999999,0.6065799999999999,1.0013098584656284,4419.701443672966,5619.729256182203
bias[1],0.6595403407125,0.646756,0.23212751935963585,0.24131242379999998,0.30770379999999997,1.0640819999999993,1.0002196210339194,4513.887497838461,5471.059322805111
bias[2],0.1825923854606,0.19150450000000002,0.19511084269500828,0.1950553037999999,-0.14979845,0.48165035,1.000110561319235,6644.166935419983,6218.892068482441
bias[3],0.06019096541275,0.0746182,0.22234514629848343,0.23011479077999997,-0.3181727,0.40010479999999976,1.0016796127316654,3969.546696918049,5762.295485837687
bias[4],0.402299633048375,0.398526,0.19039232487946528,0.1793330721,0.09413099500000001,0.7195729999999998,1.0012217615247554,10216.563236545277,6004.079215413413
bias[5],0.1809970822729625,0.19569999999999999,0.20013086491625975,0.20199743004,-0.16320055,0.48466994999999996,1.0000753135461984,6942.478714620354,6646.289348958098
bias[6],0.468380725768875,0.4597565,0.19120603912292064,0.18558519630000003,0.1678327,0.8055941000000001,0.99991084706733,9100.394268089869,6468.696555840202
bias[7],0.24578209750962562,0.2532315,0.19072403415439734,0.1890455847,-0.07948872500000001,0.5409526499999995,0.9998837252269707,9175.74557946289,6359.1255324950625
bias[8],0.46913664149675,0.458052,0.19382851985718605,0.18326344469999997,0.16548555,0.8031131999999999,1.0010198083524544,8693.873372609705,7239.836290426463
bias[9],0.341753203504875,0.3415315,0.18512122012497575,0.1753663758,0.03137693000000002,0.6435405499999999,1.0006028892225003,10993.668309961377,6664.677116658241
bias[10],0.56815853721,0.556681,0.21092594829816136,0.21301552019999997,0.24431185,0.9389728999999999,1.000656194129942,5873.424679074445,6380.288740693868
biasM_prior,0.0043682276946625,0.006547225,0.9982957530931806,1.0040745413999999,-1.620181,1.6382789999999994,0.9999612151935695,7665.5734747541355,7592.046303192257
biasSD_prior,0.7960064737662,0.6699245,0.5985951645751245,0.5790968883000001,0.06315191000000002,1.958706999999999,0.9999299820643038,7971.224768959028,8018.62143777918
"log_lik[1,1]",-0.1986392455,-0.1923945,0.043371844410705296,0.04177077239999998,-0.27916030000000003,-0.14075635,1.000125653642081,4513.895112480931,5471.059322805114
"log_lik[2,1]",-0.284411068875,-0.27628450000000004,0.05929315022578783,0.057744304800000076,-0.39408675,-0.20434105000000002,1.0001348246569246,4513.904345797875,5471.059322805114
"log_lik[3,1]",-0.357735850625,-0.348296,0.07177032527654344,0.07039533060000003,-0.49007234999999993,-0.25993180000000005,1.0001407391938844,4513.876568749458,5471.059322805114
"log_lik[4,1]",-0.428980652,-0.41848399999999997,0.08298714630772608,0.08192921729999994,-0.5815356499999998,-0.3149756,1.0001468441733332,4513.894259685177,5471.059322805114
"log_lik[5,1]",-0.943010166125,-0.944383,0.13889702063638995,0.1472911209,-1.1648335,-0.7105615500000003,1.0002429253359988,4513.8863660892775,5471.059322805111
"log_lik[6,1]",-0.58856358225,-0.5763235,0.10524600286452976,0.10526830649999995,-0.7807808499999999,-0.44169415,1.0001593407094285,4513.896062093139,5471.059322805114
"log_lik[7,1]",-0.692157252375,-0.6791425,0.11783378905557113,0.11851830270000008,-0.9065151499999999,-0.52628385,1.000166064658459,4513.884906492157,5471.059322805114
"log_lik[8,1]",-0.8347969055,-0.8210525,0.1331084092942851,0.1348298679,-1.0757275,-0.64546055,1.0001755809866393,4513.87618345006,5471.059322805114
"log_lik[9,1]",-1.08230820525,-1.0679249999999998,0.1548719675345376,0.1581244790999997,-1.3605114999999999,-0.8587880000000001,1.000186297384576,4513.920537654835,5471.059322805114
"log_lik[10,1]",-0.284411068875,-0.27628450000000004,0.05929315022578783,0.057744304800000076,-0.39408675,-0.20434105000000002,1.0001348246569246,4513.904345797875,5471.059322805114
"log_lik[11,1]",-0.400334880875,-0.39023949999999996,0.07857940424672616,0.07743693929999998,-0.54496275,-0.29272565,1.000144739488431,4513.885926671481,5471.059322805114
"log_lik[12,1]",-0.954082209625,-0.9555340000000001,0.13989460735403197,0.14834006040000003,-1.1773835,-0.7198513500000003,1.0002427111033276,4513.885835495507,5471.059322805111
"log_lik[13,1]",-0.58856358225,-0.5763235,0.10524600286452976,0.10526830649999995,-0.7807808499999999,-0.44169415,1.0001593407094285,4513.896062093139,5471.059322805114
"log_lik[14,1]",-0.6831768925,-0.6702205,0.11679516221525318,0.1174397112,-0.8957159499999999,-0.5188829,1.0001657122276484,4513.898672563638,5471.059322805114
"log_lik[15,1]",-0.78791086075,-0.7743694999999999,0.12833183217437039,0.12978161489999993,-1.020567,-0.60595865,1.0001730790904777,4513.875279228538,5471.059322805114
"log_lik[16,1]",-0.5234383925,-0.5222045,0.09215089822274306,0.09833863409999993,-0.6742265500000001,-0.3727829000000002,1.0002554212377148,4513.882051805919,5471.059322805111
"log_lik[17,1]",-1.08230820525,-1.0679249999999998,0.1548719675345376,0.1581244790999997,-1.3605114999999999,-0.8587880000000001,1.000186297384576,4513.920537654835,5471.059322805114
"log_lik[18,1]",-0.301250003625,-0.2994835,0.05865497291870378,0.06279255779999995,-0.3988357,-0.2070381000000001,1.0002620768199795,4513.9011675644315,5471.059322805111
"log_lik[19,1]",-0.357735850625,-0.348296,0.07177032527654344,0.07039533060000003,-0.49007234999999993,-0.25993180000000005,1.0001407391938844,4513.876568749458,5471.059322805114
"log_lik[20,1]",-0.496826426,-0.4854935,0.09290808919139615,0.092199928800000025,-0.66713755,-0.3682904,1.0001525276393635,4513.901040345081,5471.059322805114
"log_lik[21,1]",-0.798075603625,-0.7984370000000001,0.12481729154242817,0.13271790419999993,-0.99890625,-0.5906182000000002,1.0002451431309631,4513.9036206596975,5471.059322805111
"log_lik[22,1]",-0.683391406625,-0.683012,0.11220973646139124,0.11967324809999995,-0.865127,-0.49805640000000023,1.0002451852971481,4513.887204512454,5471.059322805111
"log_lik[23,1]",-0.588721279375,-0.5878030000000001,0.10070978512288173,0.10750629119999985,-0.75279875,-0.4233474000000002,1.0002534086469863,4513.886838317992,5471.059322805111
"log_lik[24,1]",-0.504042640625,-0.502726,0.08950323494447514,0.09554986349999998,-0.6506945000000001,-0.3579163000000002,1.0002554110001005,4513.8937717600065,5471.059322805111
"log_lik[25,1]",-0.42276787375,-0.4211695,0.07785720910878348,0.083285055,-0.5510841999999999,-0.29642715000000014,1.0002589880500645,4513.89235006803,5471.059322805111
"log_lik[26,1]",-0.3382361595,-0.336483,0.06473950883433989,0.06928189799999998,-0.44562585,-0.23391120000000012,1.000261356477204,4513.884410554867,5471.059322805111
"log_lik[27,1]",-0.2380943875,-0.2363965,0.047748171253632316,0.05104962450000002,-0.31795245,-0.1618537000000001,1.0002644869495787,4513.902225469761,5471.059322805111
