biasM_est,biasM_true,biasSD_est,biasSD_true
-1.438636758,-2,0.38315648432635,-2
-0.7666839294025,-1,0.712964833125,-1
-0.3744804171875,-0.5,0.18512914916175,-0.5
-0.1398202790916125,-0.2,0.163050510444905,-0.2
0.09073949827333624,0,0.171167168268425,0
0.07929283390662376,0.2,0.653824095,0.2
0.37046709100625,0.5,0.2466798699864,0.5
0.6797981408125,1,0.17069598362975,1
1.560636829625,2,0.1679995754640375,2
